t,AGFF,DGFF
-10.0,0.04267182517510376,0.0
-9.8,0.04428699418152425,0.0
-9.6,0.045984716746735196,0.0
-9.4,0.047770335322003844,0.0
-9.2,0.04964961260120723,0.0
-9.0,0.05162877069639286,0.0
-8.8,0.05371453441086317,0.0
-8.6,0.05591417925958235,0.0
-8.4,0.05823558484633623,0.0
-8.2,0.06068729415036061,0.0
-8.0,0.06327857964381212,0.0
-7.8,0.0660195169986032,0.0
-7.6,0.06892106745575546,0.0
-7.4,0.07199516995235154,0.0
-7.199999999999999,0.07525484444173496,0.0
-7.0,0.07871430777604757,0.0
-6.8,0.08238910409936713,0.0
-6.6,0.0862962516903988,0.0
-6.4,0.0904544086746191,0.0
-6.199999999999999,0.09488406035753882,0.0
-6.0,0.09960773146776773,0.0
-5.8,0.10465022698196534,0.0
-5.6,0.11003890608229258,0.0
-5.3999999999999995,0.11580399429947895,0.0
-5.199999999999999,0.12197894009689834,0.0
-5.0,0.1286008230328499,0.0
-4.8,0.1357108220987152,0.0
-4.6,0.1433547543347989,0.0
-4.3999999999999995,0.15158369599473068,0.0
-4.199999999999999,0.1604547004373081,0.0
-4.0,0.1700316304048966,0.0
-3.8,0.1803861253622998,0.0
-3.5999999999999996,0.19159872906192082,0.0
-3.3999999999999995,0.2037602080254771,0.0
-3.1999999999999993,0.21697309790730024,0.0
-3.0,0.23135352294774186,0.0
-2.8,0.24703334424345175,0.0
-2.5999999999999996,0.2641627051065116,0.0
-2.3999999999999995,0.2829130579608532,0.0
-2.1999999999999993,0.303480777817254,0.0
-2.0,0.32609149337969207,0.0
-1.799999999999999,0.35100530007253594,0.0
-1.5999999999999996,0.3785230624443656,0.0
-1.4000000000000004,0.408994068727829,0.0
-1.1999999999999993,0.442825372968274,0.0
-1.0,0.48049325505267343,0.0
-0.7999999999999989,0.5225573544455653,0.0
-0.5999999999999996,0.5696782004137808,0.0
-0.3999999999999986,0.6226390852764848,0.0
-0.1999999999999993,0.6823735294963106,0.0
0.0,0.7499999998157092,0.0
