t,AGFF,DGFF
-10.0,0.0030981988442002678,0.006196397759436968
-9.8,0.0032550406271641573,0.006510081320828165
-9.6,0.0034226501002199523,0.006845300270364006
-9.4,0.0036019674007999776,0.007203934878167922
-9.2,0.0037940329128232893,0.00758806590629736
-9.0,0.003999999986248549,0.007999999999999998
-8.8,0.004221149393671602,0.008442298821524568
-8.6,0.004458906260565532,0.008917812558687524
-8.4,0.004714859268968679,0.009429718561318317
-8.2,0.00499078295660351,0.009981566005562954
-8.0,0.005288663783926948,0.010577327665007762
-7.8,0.005610729991721531,0.011221460086513297
-7.6,0.00595948679782841,0.011918973737448777
-7.4,0.00633775742528847,0.012675515022345759
-7.199999999999999,0.006748731175496871,0.013497462477054318
-7.0,0.007196019907884953,0.01439203995814661
-6.8,0.00768372506476456,0.015367450281555296
-6.6,0.008216516699886565,0.016433033562340847
-6.4,0.008799727669078973,0.017599455512922007
-6.199999999999999,0.00943946600603417,0.018878932230382436
-6.0,0.01014274968925558,0.0202854996243426
-5.8,0.010917668737816369,0.021835337711503255
-5.6,0.011773581213946602,0.023547162673489937
-5.3999999999999995,0.01272135138962519,0.0254427030327702
-5.199999999999999,0.013773640266521534,0.02754728080753361
-5.0,0.014945262067267909,0.029890524416745244
-4.8,0.016253623842674644,0.0325072479123123
-4.6,0.017719270628404282,0.03543854149935851
-4.3999999999999995,0.019366565980284772,0.03873313222566849
-4.199999999999999,0.021224546117352222,0.042449092532732983
-4.0,0.023327999853900497,0.046655999999999996
-3.8,0.025718843243989736,0.051437686876150454
-3.5999999999999996,0.028447883259914437,0.05689576695493857
-3.3999999999999995,0.03157709782337588,0.06315419603755501
-3.1999999999999993,0.03518260963223378,0.07036521962056452
-3.0,0.03935860038325642,0.07871720116618078
-2.8,0.04422251337079468,0.08844502722990659
-2.5999999999999996,0.04992204220325133,0.0998440843544183
-2.3999999999999995,0.0566446242523789,0.11328924843073417
-2.1999999999999993,0.06463050147334276,0.12926100296608792
-2.0,0.07419092203242167,0.14838184408711583
-1.799999999999999,0.08573388201478771,0.17146776406035685
-1.5999999999999996,0.09980110964913322,0.19960221933573266
-1.4000000000000004,0.1171221309172674,0.23424426181889219
-1.1999999999999993,0.1386948302760302,0.2773896605572452
-1.0,0.16590805644126036,0.33181611288120166
-0.7999999999999989,0.2007326604574633,0.4014653208858894
-0.5999999999999996,0.2460271176763092,0.4920542353112699
-0.3999999999999986,0.3060412286259342,0.612082457330549
-0.1999999999999993,0.38727485992868194,0.7745497199296217
0.0,0.49999999997170674,1.0
