t,AGFF,DGFF
-10.0,0.014223941664334303,0.0
-9.8,0.014762331320058653,0.0
-9.6,0.015328238848156428,0.0
-9.4,0.01592344503394098,0.0
-9.2,0.01654987078847356,0.0
-9.0,0.017209590149734923,0.0
-8.8,0.017904844717301995,0.0
-8.6,0.01863805966527238,0.0
-8.4,0.019411861521332487,0.0
-8.2,0.02022909795214076,0.0
-8.0,0.02109285977882775,0.0
-7.8,0.02200650555871826,0.0
-7.6,0.022973689038754394,0.0
-7.4,0.023998389867924613,0.0
-7.199999999999999,0.025084948015380096,0.0
-7.0,0.02623810247030232,0.0
-6.8,0.027463034571767426,0.0
-6.6,0.02876541712289058,0.0
-6.4,0.03015146943517947,0.0
-6.199999999999999,0.031628019991380804,0.0
-6.0,0.033202577020928756,0.0
-5.8,0.03488340885388194,0.0
-5.6,0.03667963521766551,0.0
-5.3999999999999995,0.03860133136246223,0.0
-5.199999999999999,0.040659646623327314,0.0
-5.0,0.042866940927889584,0.0
-4.8,0.045236940616009545,0.0
-4.6,0.047784918025390005,0.0
-4.3999999999999995,0.05052789860441843,0.0
-4.199999999999999,0.05348490009098865,0.0
-4.0,0.056677210233463365,0.0
-3.8,0.06012870855524092,0.0
-3.5999999999999996,0.063866243101099,0.0
-3.3999999999999995,0.06792006942671307,0.0
-3.1999999999999993,0.0723243660277737,0.0
-3.0,0.07711784104428945,0.0
-2.8,0.08234444814413999,0.0
-2.5999999999999996,0.08805423510305246,0.0
-2.3999999999999995,0.09430435272346349,0.0
-2.1999999999999993,0.10116025934823192,0.0
-2.0,0.10869716453155728,0.0
-1.799999999999999,0.11700176677143868,0.0
-1.5999999999999996,0.12617435423710155,0.0
-1.4000000000000004,0.1363313563415206,0.0
-1.1999999999999993,0.14760845776259734,0.0
-1.0,0.16016441838602977,0.0
-0.7999999999999989,0.17418578485525626,0.0
-0.5999999999999996,0.18989273351857577,0.0
-0.3999999999999986,0.20754636185276204,0.0
-0.1999999999999993,0.22745784327257665,0.0
0.0,0.25000000007261036,0.0
