t,AGFF,DGFF
-10.0,1.4509368596237936e-05,0.056895766954938545
-9.8,1.5392947902283248e-05,0.05904932558527575
-9.6,1.6349756660430993e-05,0.0613129556720005
-9.4,1.7387536102193828e-05,0.06369378042483739
-9.2,1.8515035932982272e-05,0.06619948346015332
-9.0,1.9742167747425835e-05,0.06883836092007702
-8.8,2.108017919565037e-05,0.07161937920569618
-8.6,2.2541884689749755e-05,0.07455223901391528
-8.4,2.414191359536895e-05,0.07764744646296771
-8.2,2.5897025640598778e-05,0.08091639220171677
-8.0,2.782647522864609e-05,0.08437143952525201
-7.8,2.99524550755031e-05,0.08802602266689517
-7.6,3.230063684488651e-05,0.09189475660810634
-7.4,3.4900828481942834e-05,0.0959935599471887
-7.199999999999999,3.7787762313990045e-05,0.10033979260018525
-7.0,4.100208695297509e-05,0.1049524103790377
-6.8,4.459156009434919e-05,0.10985213881024529
-6.6,4.861253887709765e-05,0.11506166893073666
-6.4,5.313186763586629e-05,0.12060587823710806
-6.199999999999999,5.822920678274387e-05,0.1265120804827024
-6.0,6.399997741746333e-05,0.13281030862990761
-5.8,7.055922306512925e-05,0.1395336359916874
-5.6,7.80462994321871e-05,0.1467185414601339
-5.3999999999999995,8.663124875255084e-05,0.15440532574948396
-5.199999999999999,9.652291918202236e-05,0.162638586811929
-5.0,0.00010797968166685316,0.17146776406035663
-4.8,0.00012132374673661505,0.1809477628070252
-4.6,0.00013696032113268752,0.19113967246843974
-4.3999999999999995,0.00015540359469735796,0.20211159467846188
-4.199999999999999,0.00017731273757913096,0.21393960059934308
-4.0,0.00020354159651643955,0.2267088405565792
-3.8,0.00023520946407083146,0.24051483381587144
-3.5999999999999996,0.0002738026704839344,0.2554649720818068
-3.3999999999999995,0.0003213226188604228,0.27168027739938627
-3.1999999999999993,0.00038050693997067667,0.2892974639286332
-3.0,0.0004551659738385205,0.30847136398633845
-2.8,0.0005507066966491661,0.32937779238587317
-2.5999999999999996,0.0006749712925673146,0.35221694020792266
-2.3999999999999995,0.0008396190648114047,0.3772174106850568
-2.1999999999999993,0.001062482116428878,0.40464103717383476
-2.0,0.0013717422706281332,0.4347886579291537
-1.799999999999999,0.0018136707757436287,0.46800706686178106
-1.5999999999999996,0.0024677708054180567,0.5046974166986012
-1.4000000000000004,0.003478309227902639,0.5453254250850952
-1.1999999999999993,0.005125261341254762,0.5904338307513205
-1.0,0.007999999920858088,0.6406576735413505
-0.7999999999999989,0.013497462342561006,0.6967431394099859
-0.5999999999999996,0.025442702838834444,0.7595709340568956
-0.3999999999999986,0.05689576699211484,0.8301854472236901
-0.1999999999999993,0.17146776406103917,0.9098313728723634
0.0,0.9999999999366808,1.0
