t,AGFF,DGFF
-10.0,0.006196397479585852,-1.4509365795621073e-05
-9.8,0.006510081020542946,-1.5392949364215775e-05
-9.6,0.006845299952511656,-1.6349758213235644e-05
-9.4,0.007203934543662853,-1.7387537753560724e-05
-9.2,0.007588065925281471,-1.8515037691432533e-05
-9.0,0.00800000002140294,-1.9742167295125654e-05
-8.8,0.008442298844880944,-2.1080178712695878e-05
-8.6,0.008917812583359453,-2.254188417330706e-05
-8.4,0.009429718587406478,-2.4141914283843626e-05
-8.2,0.009981566032703856,-2.589702637912543e-05
-8.0,0.010577327693768599,-2.782647410746584e-05
-7.8,0.011221460117025598,-2.995245227915397e-05
-7.6,0.011918973770800659,-3.2300634668710475e-05
-7.4,0.012675515057874948,-3.490082720544608e-05
-7.199999999999999,0.01349746251420491,-3.778776516808452e-05
-7.0,0.014392039999024416,-4.1002091106646436e-05
-6.8,0.015367450325767465,-4.459156092223909e-05
-6.6,0.016433033609618695,-4.86125397796413e-05
-6.4,0.017599455564371064,-5.313186862231615e-05
-6.199999999999999,0.018878932285571835,-5.8229207863831244e-05
-6.0,0.020285499683643862,-6.399999999999998e-05
-5.8,0.02183533777533521,-7.055924125672219e-05
-5.6,0.023547162763434805,-7.804631955409954e-05
-5.3999999999999995,0.02544270311733433,-8.663127028471197e-05
-5.199999999999999,0.027547280899092745,-9.652293500763307e-05
-5.0,0.029890524517815948,-0.0001079796998164345
-4.8,0.03250724802692493,-0.00012132376849095555
-4.6,0.03543854162935828,-0.00013696033519124598
-4.3999999999999995,0.03873313236775385,-0.00015540363296397006
-4.199999999999999,0.042449092679064514,-0.0001773127612703538
-4.0,0.04665600016363477,-0.00020354162426216158
-3.8,0.05143768705655586,-0.0002352095528948651
-3.5999999999999996,0.0568957668425583,-0.0002738027700078637
-3.3999999999999995,0.06315419591281311,-0.0003213227185444339
-3.1999999999999993,0.07036521960768748,-0.0003805070789536971
-3.0,0.07871720112328105,-0.0004551661356395085
-2.8,0.08844502717826355,-0.0005507068873606162
-2.5999999999999996,0.09984408429439362,-0.0006749715162020166
-2.3999999999999995,0.11328924841104206,-0.0008396192830323022
-2.1999999999999993,0.1292610029438533,-0.0010624824690392617
-2.0,0.14838184406938637,-0.0013717421124828531
-1.799999999999999,0.1714677640308439,-0.001813670724452637
-1.5999999999999996,0.19960221929462502,-0.002467770911890709
-1.4000000000000004,0.23424426176104313,-0.0034783092634332272
-1.1999999999999993,0.2773896604973409,-0.005125261388330813
-1.0,0.33181611280316514,-0.007999999999999998
-0.7999999999999989,0.40146532079176755,-0.013497462477054353
-0.5999999999999996,0.49205423519590985,-0.025442703032770228
-0.3999999999999986,0.6120824571877278,-0.05689576695493893
-0.1999999999999993,0.7745497197501616,-0.17146776406035744
0.0,0.999999999775173,-1.0
