t,AGFF,DGFF
-10.0,0.0015026296398247072,1.4509365795621073e-05
-9.5,0.0017276752130118084,1.6858005023685498e-05
-9.0,0.0020000000157210443,1.9742167295125654e-05
-8.5,0.0023327016225610786,2.332361516034985e-05
-8.0,0.0027434841472030935,2.782647410746584e-05
-7.5,0.0032566658967052593,3.3567184720217515e-05
-7.0,0.003906250063745122,4.1002091106646436e-05
-6.5,0.0047407407695000256,5.080526342529086e-05
-6.0,0.005830903814832062,6.399999999999998e-05
-5.5,0.007282658062602165,8.218952905399851e-05
-5.0,0.009259259093242118,0.0001079796998164345
-4.5,0.012021036664864912,0.00014579384749963548
-4.0,0.01599999982229631,0.00020354162426216158
-3.5,0.021947873844470268,0.0002962962962962963
-3.0,0.031250000030424184,0.0004551661356395085
-2.5,0.046647230349852534,0.0007513148009015778
-2.0,0.07407407411984322,0.0013717421124828531
-1.5,0.12800000000496892,0.0029154518950437313
-1.0,0.24999999995901012,0.007999999999999998
-0.5,0.5925925924057096,0.03703703703703703
0.0,1.9999999994147846,1.0
