t,AGFF,DGFF
-10.0,1.450935050410921e-05,0.006196397759436968
-9.8,1.5392921401084477e-05,0.006510081320828165
-9.6,1.6349726395147976e-05,0.006845300270364006
-9.4,1.738750378467831e-05,0.007203934878167922
-9.2,1.8515001080465986e-05,0.00758806590629736
-9.0,1.9742128143515752e-05,0.007999999999999998
-8.8,2.1080164498471673e-05,0.008442298821524568
-8.6,2.2541868973464603e-05,0.008917812558687524
-8.4,2.414190041158259e-05,0.009429718561318317
-8.2,2.5897039150483778e-05,0.009981566005562954
-8.0,2.7826487830349207e-05,0.010577327665007762
-7.8,2.9952508837598508e-05,0.011221460086513297
-7.6,3.230069555874356e-05,0.011918973737448777
-7.4,3.4900873386899256e-05,0.012675515022345759
-7.199999999999999,3.778775977724354e-05,0.013497462477054318
-7.0,4.100207407138156e-05,0.01439203995814661
-6.8,4.4591537856913e-05,0.015367450281555296
-6.6,4.8612515947107034e-05,0.016433033562340847
-6.4,5.313184149880536e-05,0.017599455512922007
-6.199999999999999,5.822927257651255e-05,0.018878932230382436
-6.0,6.400008658560724e-05,0.0202854996243426
-5.8,7.055931788577349e-05,0.021835337711503255
-5.6,7.804640551829702e-05,0.023547162673489937
-5.3999999999999995,8.663137292061883e-05,0.0254427030327702
-5.199999999999999,9.65230637365437e-05,0.02754728080753361
-5.0,0.0001079799004349759,0.029890524416745244
-4.8,0.00012132399476171779,0.0325072479123123
-4.6,0.00013696058467029145,0.03543854149935851
-4.3999999999999995,0.00015540369722545557,0.03873313222566849
-4.199999999999999,0.00017731276489178923,0.042449092532732983
-4.0,0.00020354164341699854,0.046655999999999996
-3.8,0.0002352095747447418,0.051437686876150454
-3.5999999999999996,0.00027380278426353196,0.05689576695493857
-3.3999999999999995,0.0003213227480060217,0.06315419603755501
-3.1999999999999993,0.00038050706347359306,0.07036521962056452
-3.0,0.000455166207615045,0.07871720116618078
-2.8,0.0005507069406422703,0.08844502722990659
-2.5999999999999996,0.0006749715683271837,0.0998440843544183
-2.3999999999999995,0.0008396193546533243,0.11328924843073417
-2.1999999999999993,0.0010624825239008789,0.12926100296608792
-2.0,0.001371742219125296,0.14838184408711583
-1.799999999999999,0.0018136708049129456,0.17146776406035685
-1.5999999999999996,0.002467770916156538,0.19960221933573266
-1.4000000000000004,0.0034783092868396364,0.23424426181889219
-1.1999999999999993,0.005125261425966584,0.2773896605572452
-1.0,0.008000000048231789,0.33181611288120166
-0.7999999999999989,0.013497462469338677,0.4014653208858894
-0.5999999999999996,0.02544270302911843,0.4920542353112699
-0.3999999999999986,0.056895766954069824,0.612082457330549
-0.1999999999999993,0.1714677640477137,0.7745497199296217
0.0,0.9999999997254819,1.0
