E,t,xsec
8.5,-3.7292664731006795,0.12236940746003708
8.5,-3.48533403763987,0.1920986346750859
8.5,-3.2414016021790597,0.30251221527550226
8.5,-2.99746916671825,0.47890780532314414
8.5,-2.75353673125744,0.7637204840201363
8.5,-2.5096042957966302,1.2293400258406777
8.5,-2.2656718603358206,2.0015978765031486
8.5,-2.021739424875011,3.303862521967261
8.5,-1.7778069894142008,5.542060476294604
8.5,-1.5338745539533911,9.47347967938794
8.5,-1.2899421184925808,16.552700394381443
9.125,-5.386488984255002,0.013889930031054374
9.125,-5.133622685313042,0.021210694608652464
9.125,-4.880756386371081,0.03223805599056582
9.125,-4.627890087429121,0.048896018953465306
9.125,-4.375023788487161,0.07416514836697374
9.125,-4.1221574895452004,0.11270729633509034
9.125,-3.86929119060324,0.1718927868303229
9.125,-3.6164248916612793,0.2635137470159203
9.125,-3.3635585927193192,0.4066880347082551
9.125,-3.110692293777359,0.6328680350427093
9.125,-2.8578259948353986,0.9946461689308034
9.125,-2.604959695893438,1.5815647149567813
9.125,-2.352093396951478,2.5491331032902838
9.125,-2.099227098009518,4.173735600008673
9.125,-1.8463607990675572,6.958473007562244
9.125,-1.5934945001255967,11.845785280533384
9.125,-1.3406282011836366,20.656718609111795
9.125,-1.0877619022416765,37.03440951925787
9.125,-0.8348956032997163,68.54426054598683
9.75,-6.798935210885176,0.0031225826160553565
9.75,-6.55181761725734,0.004609595150021568
9.75,-6.304700023629505,0.006741431544785049
9.75,-6.057582430001669,0.009800179887213593
9.75,-5.810464836373834,0.014191598315316885
9.75,-5.563347242745998,0.020508265869661167
9.75,-5.316229649118163,0.029619705049331507
9.75,-5.069112055490327,0.04281095433936122
9.75,-4.8219944618624915,0.06199581177498737
9.75,-4.5748768682346554,0.09004886360055817
9.75,-4.327759274606819,0.13139463814825336
9.75,-4.080641680978984,0.19250961242292092
9.75,-3.8335240873511487,0.28393239207143767
9.75,-3.586406493723313,0.42180931623553886
9.75,-3.3392889000954775,0.631905295983195
9.75,-3.092171306467642,0.9557732237052549
9.75,-2.8450537128398063,1.4615223928114534
9.75,-2.5979361192119708,2.2627990520744485
9.75,-2.3508185255841347,3.553011782964485
9.75,-2.1037009319562996,5.6685827789128185
9.75,-1.8565833383284636,9.209068591063474
9.75,-1.6094657447006284,15.272348808101048
9.75,-1.3623481510727924,25.930576196418702
9.75,-1.1152305574449572,45.228184474844085
9.75,-0.8681129638171212,81.35431349316066
9.75,-0.6209953701892861,151.50621639894695
10.375,-8.125830255101352,0.0009425691635684271
10.375,-7.879501665217729,0.0013662240082507203
10.375,-7.633173075334106,0.0019560165860746117
10.375,-7.386844485450483,0.0027756858057994566
10.375,-7.14051589556686,0.003913975560657624
10.375,-6.8941873056832375,0.005494909478229873
10.375,-6.647858715799615,0.007692553265449188
10.375,-6.4015301259159925,0.010752357992975402
10.375,-6.1552015360323695,0.015022244461543766
10.375,-5.908872946148747,0.020998187396069182
10.375,-5.662544356265124,0.02939165797177069
10.375,-5.416215766381502,0.04123017760161545
10.375,-5.169887176497879,0.058008740680878274
10.375,-4.923558586614256,0.08191994330348708
10.375,-4.677229996730633,0.11620766132562056
10.375,-4.43090140684701,0.16581228801807463
10.375,-4.184572816963387,0.23775916816710957
10.375,-3.938244227079764,0.34348123041595036
10.375,-3.691915637196141,0.5001151084407328
10.375,-3.445587047312518,0.734612991186325
10.375,-3.199258457428895,1.0897679301824024
10.375,-2.952929867545273,1.6345976002126092
10.375,-2.70660127766165,2.4823583992662077
10.375,-2.460272687778027,3.8224735357413913
10.375,-2.2139440978944043,5.978491756001468
10.375,-1.9676155080107813,9.51608779113818
10.375,-1.7212869181271584,15.450230417095277
10.375,-1.4749583282435355,25.655471036765046
10.375,-1.2286297383599134,43.706954580609654
10.375,-0.9823011484762905,76.67555725781195
10.375,-0.7359725585926675,139.0816752334373
10.375,-0.48964396870904503,261.8008266811012
11.0,-9.408668463495644,0.0003404735114572246
11.0,-9.158423169762626,0.0004899707843060694
11.0,-8.90817787602961,0.0006943461549009792
11.0,-8.657932582296592,0.0009729964797751063
11.0,-8.407687288563576,0.0013522430457672675
11.0,-8.157441994830558,0.001867869540387639
11.0,-7.90719670109754,0.0025689558714805326
11.0,-7.656951407364523,0.0035223778040755493
11.0,-7.406706113631506,0.004820385573770045
11.0,-7.156460819898489,0.006590317550812205
11.0,-6.906215526165472,0.009008869033615495
11.0,-6.655970232432454,0.01232245536048155
11.0,-6.405724938699437,0.016876608035052292
11.0,-6.1554796449664195,0.02315871792283607
11.0,-5.905234351233402,0.03186066787786191
11.0,-5.6549890575003845,0.04397145604977146
11.0,-5.404743763767367,0.060915392241203195
11.0,-5.15449847003435,0.0847600979214805
11.0,-4.904253176301333,0.11853342456074079
11.0,-4.654007882568315,0.16671100563299707
11.0,-4.403762588835298,0.23597588448407025
11.0,-4.153517295102281,0.33641707461964854
11.0,-3.9032720013692632,0.48344753742419055
11.0,-3.653026707636246,0.7009189815731098
11.0,-3.402781413903229,1.0262642027654152
11.0,-3.152536120170212,1.5191365364243
11.0,-2.902290826437195,2.2762056740862833
11.0,-2.652045532704177,3.457036772460901
11.0,-2.40180023897116,5.330398740356783
11.0,-2.151554945238143,8.359257414948317
11.0,-1.9013096515051249,13.361164479666867
11.0,-1.6510643577721078,21.820424262081033
11.0,-1.4008190640390907,36.516664427911564
11.0,-1.1505737703060728,62.83903404784903
11.0,-0.9003284765730566,111.64605020081545
11.0,-0.6500831828400386,205.7279883046481
11.0,-0.39983788910702334,394.492436301878
