E,t,xsec
8.5,-3.7292664731006795,0.9619018863383122
8.5,-3.2414016021790597,2.131763256410609
8.5,-2.75353673125744,4.71511837441074
8.5,-2.2656718603358206,10.5205389744538
8.5,-1.7778069894142008,23.91115582333455
8.5,-1.2899421184925808,55.91841653019213
9.75,-6.798935210885176,0.03845380830701157
9.75,-6.284106890827186,0.08190904846544306
9.75,-5.7692785707691945,0.16849212793459348
9.75,-5.254450250711203,0.34026905329508567
9.75,-4.739621930653213,0.6818445812991347
9.75,-4.224793610595222,1.3665244951192335
9.75,-3.709965290537231,2.7575049781666583
9.75,-3.1951369704792403,5.637348873717106
9.75,-2.6803086504212494,11.749411821594723
9.75,-2.165480330363259,25.135884815636985
9.75,-1.6506520103052678,55.630569339628686
9.75,-1.1358236902472765,128.60260780916357
9.75,-0.6209953701892861,314.6849889809117
11.0,-9.408668463495644,0.005159115913780894
11.0,-8.90817787602961,0.010284352145136458
11.0,-8.407687288563576,0.0195136310724049
11.0,-7.90719670109754,0.035951469065639174
11.0,-7.406706113631506,0.06505869509765634
11.0,-6.906215526165472,0.11651519255326555
11.0,-6.405724938699437,0.20765424145297012
11.0,-5.905234351233402,0.3699039439358527
11.0,-5.404743763767367,0.661111285634761
11.0,-4.904253176301333,1.1896529515776284
11.0,-4.403762588835298,2.162813531379884
11.0,-3.9032720013692632,3.9866775533119387
11.0,-3.402781413903229,7.479208578143017
11.0,-2.902290826437195,14.341964080435126
11.0,-2.40180023897116,28.249848768121225
11.0,-1.9013096515051249,57.49623770581198
11.0,-1.4008190640390907,121.79741708717327
11.0,-0.9003284765730566,271.0831637061039
11.0,-0.39983788910702334,643.2195781855365
