E,t,xsec
8.5,-3.7292664731006795,0.8389515565906062
8.5,-3.48533403763987,1.7569749525389935
8.5,-3.2414016021790597,0.6242250876329346
8.5,-2.99746916671825,0.7596209273450777
8.5,-2.75353673125744,4.6435465785942736
8.5,-2.5096042957966302,2.2996825096206432
8.5,-2.2656718603358206,4.8954861275679935
8.5,-2.021739424875011,6.560760923054601
8.5,-1.7778069894142008,5.367835037204183
8.5,-1.5338745539533911,8.903854210232206
8.5,-1.2899421184925808,15.35786452340466
9.125,-5.386488984255002,0.18999316450668402
9.125,-5.133622685313042,0.25609331806966384
9.125,-4.880756386371081,0.3421397240065397
9.125,-4.627890087429121,0.4872615396323509
9.125,-4.375023788487161,0.7473944219947463
9.125,-4.1221574895452004,0.8977746646047963
9.125,-3.86929119060324,1.814795871727366
9.125,-3.6164248916612793,1.0131304928029397
9.125,-3.3635585927193192,1.74454511113126
9.125,-3.110692293777359,2.664213787570933
9.125,-2.8578259948353986,2.3896914190691145
9.125,-2.604959695893438,4.064070403420257
9.125,-2.352093396951478,5.447671968351589
9.125,-2.099227098009518,7.217298168289868
9.125,-1.8463607990675572,9.625564355642792
9.125,-1.5934945001255967,12.898728290091077
9.125,-1.3406282011836366,17.37622514051692
9.125,-1.0877619022416765,23.54645866359684
9.125,-0.8348956032997163,21.45568913125686
9.75,-6.798935210885176,0.06416195499589811
9.75,-6.55181761725734,0.08574623226750125
9.75,-6.304700023629505,0.11293771509001825
9.75,-6.057582430001669,0.14759287097692075
9.75,-5.810464836373834,0.19157362077068518
9.75,-5.563347242745998,0.24688420078811033
9.75,-5.316229649118163,0.3137297803666649
9.75,-5.069112055490327,0.40198451893107845
9.75,-4.8219944618624915,0.6718363453031865
9.75,-4.5748768682346554,2.2079765181378312
9.75,-4.327759274606819,0.5769747881072124
9.75,-4.080641680978984,0.5254318692194687
9.75,-3.8335240873511487,0.7691704259315234
9.75,-3.586406493723313,1.808813356343455
9.75,-3.3392889000954775,3.185020270463556
9.75,-3.092171306467642,1.997817078279003
9.75,-2.8450537128398063,4.169771122428555
9.75,-2.5979361192119708,5.009920984711449
9.75,-2.3508185255841347,6.520131641385403
9.75,-2.1037009319562996,8.520863883700478
9.75,-1.8565833383284636,11.186929031076497
9.75,-1.6094657447006284,25.15700562056665
9.75,-1.3623481510727924,18.14222988443134
9.75,-1.1152305574449572,42.93811102953895
9.75,-0.8681129638171212,30.039357820840866
9.75,-0.6209953701892861,50.04039854780384
10.375,-8.125830255101352,0.025875077467936554
10.375,-7.879501665217729,0.034430036859027575
10.375,-7.633173075334106,0.04513695602761687
10.375,-7.386844485450483,0.05851364009686076
10.375,-7.14051589556686,0.07520780830307644
10.375,-6.8941873056832375,0.09603131499873624
10.375,-6.647858715799615,0.12200417471941995
10.375,-6.4015301259159925,0.3763552343699812
10.375,-6.1552015360323695,0.28593704369879186
10.375,-5.908872946148747,0.15631374880463686
10.375,-5.662544356265124,0.24069472018704474
10.375,-5.416215766381502,0.5995392525148037
10.375,-5.169887176497879,1.5704481948583127
10.375,-4.923558586614256,0.6098485768668084
10.375,-4.677229996730633,0.899460600676332
10.375,-4.43090140684701,0.9743121304282544
10.375,-4.184572816963387,1.2276272498310974
10.375,-3.938244227079764,1.6494294566525665
10.375,-3.691915637196141,1.9650573651466954
10.375,-3.445587047312518,2.495572494750212
10.375,-3.199258457428895,3.1796376466650313
10.375,-2.952929867545273,4.064705170793118
10.375,-2.70660127766165,5.215295575718285
10.375,-2.460272687778027,27.71061158301426
10.375,-2.2139440978944043,6.048980732711345
10.375,-1.9676155080107813,7.640237355342168
10.375,-1.7212869181271584,14.77683972875041
10.375,-1.4749583282435355,35.234853344388455
10.375,-1.2286297383599134,26.97612739336584
10.375,-0.9823011484762905,95.78065735769003
10.375,-0.7359725585926675,94.41791015902453
10.375,-0.48964396870904503,154.19773250094835
11.0,-9.408668463495644,0.011670408138683025
11.0,-9.158423169762626,0.015570875909498419
11.0,-8.90817787602961,0.020408769407562213
11.0,-8.657932582296592,0.02639543372366084
11.0,-8.407687288563576,0.033791851379481666
11.0,-8.157441994830558,0.04291218910526961
11.0,-7.90719670109754,0.0541822148151218
11.0,-7.656951407364523,0.06807256060138099
11.0,-7.406706113631506,0.08518098159244408
11.0,-7.156460819898489,0.1379830150899095
11.0,-6.906215526165472,0.20268524469198312
11.0,-6.655970232432454,0.08783119367393975
11.0,-6.405724938699437,0.09200345059932649
11.0,-6.1554796449664195,0.25395297984641435
11.0,-5.905234351233402,0.3164380548838695
11.0,-5.6549890575003845,0.3971795460481015
11.0,-5.404743763767367,0.4886245578196317
11.0,-5.15449847003435,0.6088264303975043
11.0,-4.904253176301333,0.7602708633926883
11.0,-4.654007882568315,0.8988337054755041
11.0,-4.403762588835298,1.1894899457330033
11.0,-4.153517295102281,1.4930444698521845
11.0,-3.9032720013692632,1.879226055561865
11.0,-3.653026707636246,2.3723663599512825
11.0,-3.402781413903229,3.0047857870649968
11.0,-3.152536120170212,21.12770928744651
11.0,-2.902290826437195,18.596418127132544
11.0,-2.652045532704177,32.879611105757846
11.0,-2.40180023897116,10.114847143849985
11.0,-2.151554945238143,15.794108946671818
11.0,-1.9013096515051249,11.336184064822035
11.0,-1.6510643577721078,19.666480503168433
11.0,-1.4008190640390907,55.83100634773351
11.0,-1.1505737703060728,54.56417432122008
11.0,-0.9003284765730566,48.73314039202041
11.0,-0.6500831828400386,55.60650109733307
11.0,-0.39983788910702334,75.51003455460074
