E,t,xsec
8.5,-3.7292664731006795,0.09750993069871056
8.5,-3.48533403763987,0.2331343001735086
8.5,-3.2414016021790597,0.2122721280607377
8.5,-2.99746916671825,0.19327941553418293
8.5,-2.75353673125744,0.46155032645031147
8.5,-2.5096042957966302,0.47909967003485743
8.5,-2.2656718603358206,1.1193641201758417
8.5,-2.021739424875011,1.6798723309806498
8.5,-1.7778069894142008,2.8834232116546605
8.5,-1.5338745539533911,3.441687850348101
8.5,-1.2899421184925808,7.001617572862102
9.125,-5.386488984255002,0.01309130765191006
9.125,-5.133622685313042,0.01878068611903445
9.125,-4.880756386371081,0.026806463215710754
9.125,-4.627890087429121,0.0354477817518966
9.125,-4.375023788487161,0.07008676898286316
9.125,-4.1221574895452004,0.08878759759882913
9.125,-3.86929119060324,0.11770450940711544
9.125,-3.6164248916612793,0.12028848375697483
9.125,-3.3635585927193192,0.22617471556698254
9.125,-3.110692293777359,0.3845576710154987
9.125,-2.8578259948353986,0.5029452298572257
9.125,-2.604959695893438,0.7534087662817807
9.125,-2.352093396951478,1.1481974541035835
9.125,-2.099227098009518,1.7679554583224266
9.125,-1.8463607990675572,2.7803736567549593
9.125,-1.5934945001255967,4.4660686181528595
9.125,-1.3406282011836366,7.352134942486993
9.125,-1.0877619022416765,12.450467890544994
9.125,-0.8348956032997163,17.542060854277068
9.75,-6.798935210885176,0.0032129888896724897
9.75,-6.55181761725734,0.004490599441910554
9.75,-6.304700023629505,0.006197044090068014
9.75,-6.057582430001669,0.008507338008279715
9.75,-5.810464836373834,0.01163102792489981
9.75,-5.563347242745998,0.015896545830173837
9.75,-5.316229649118163,0.021295398416516207
9.75,-5.069112055490327,0.0253056252397452
9.75,-4.8219944618624915,0.052583518324358716
9.75,-4.5748768682346554,0.055534011306902525
9.75,-4.327759274606819,0.053122128829178446
9.75,-4.080641680978984,0.10542122945387257
9.75,-3.8335240873511487,0.14803628231401092
9.75,-3.586406493723313,0.20783226533699126
9.75,-3.3392889000954775,0.29468132079922177
9.75,-3.092171306467642,0.4226772404783872
9.75,-2.8450537128398063,0.6143400272862639
9.75,-2.5979361192119708,0.8976825698968305
9.75,-2.3508185255841347,1.3365332484594648
9.75,-2.1037009319562996,2.022675835460076
9.75,-1.8565833383284636,3.1181388270050063
9.75,-1.6094657447006284,8.180940976150033
9.75,-1.3623481510727924,7.453012331813625
9.75,-1.1152305574449572,34.83459941906398
9.75,-0.8681129638171212,20.125811696068777
9.75,-0.6209953701892861,40.71395365196257
10.375,-8.125830255101352,0.0010269281326069036
10.375,-7.879501665217729,0.0014144598835098944
10.375,-7.633173075334106,0.0019219745133672557
10.375,-7.386844485450483,0.0025864466066439383
10.375,-7.14051589556686,0.0034569790234601073
10.375,-6.8941873056832375,0.004599066568519758
10.375,-6.647858715799615,0.006100548226439358
10.375,-6.4015301259159925,0.008077391912707375
10.375,-6.1552015360323695,0.010747054615633925
10.375,-5.908872946148747,0.014334133415442672
10.375,-5.662544356265124,0.01882572921082669
10.375,-5.416215766381502,0.02499949897899106
10.375,-5.169887176497879,0.05658050731891984
10.375,-4.923558586614256,0.04475894392382947
10.375,-4.677229996730633,0.06028995290284449
10.375,-4.43090140684701,0.08174100169128751
10.375,-4.184572816963387,0.11126320920159556
10.375,-3.938244227079764,0.1527561094987648
10.375,-3.691915637196141,0.21142846429539525
10.375,-3.445587047312518,0.2953436436076165
10.375,-3.199258457428895,0.41679035159321925
10.375,-2.952929867545273,0.594908045716717
10.375,-2.70660127766165,0.8599925325538138
10.375,-2.460272687778027,5.4325227328860874
10.375,-2.2139440978944043,1.508820436539358
10.375,-1.9676155080107813,2.8266870309970984
10.375,-1.7212869181271584,4.407978193224474
10.375,-1.4749583282435355,12.20192251647272
10.375,-1.2286297383599134,11.84061105361623
10.375,-0.9823011484762905,51.85825789074543
10.375,-0.7359725585926675,64.28363033608863
10.375,-0.48964396870904503,139.88764484820973
11.0,-9.408668463495644,0.0003863231106856503
11.0,-9.158423169762626,0.0005302050378163967
11.0,-8.90817787602961,0.0007154103881969493
11.0,-8.657932582296592,0.000953499131201718
11.0,-8.407687288563576,0.0012594515764700546
11.0,-8.157441994830558,0.0016523839200136556
11.0,-7.90719670109754,0.0021588349970973982
11.0,-7.656951407364523,0.002811059977957424
11.0,-7.406706113631506,0.0036534261851396436
11.0,-7.156460819898489,0.004744245928412214
11.0,-6.906215526165472,0.006170186094873158
11.0,-6.655970232432454,0.008026209341271856
11.0,-6.405724938699437,0.010194111321167727
11.0,-6.1554796449664195,0.12537890889412362
11.0,-5.905234351233402,0.017786051766695888
11.0,-5.6549890575003845,0.023305929609315
11.0,-5.404743763767367,0.030745180339621547
11.0,-5.15449847003435,0.04078296619628979
11.0,-4.904253176301333,0.054281078778918426
11.0,-4.654007882568315,0.07271493094317225
11.0,-4.403762588835298,0.09806788625178321
11.0,-4.153517295102281,0.13325131869139026
11.0,-3.9032720013692632,0.18255707122922635
11.0,-3.653026707636246,0.2524062319721926
11.0,-3.402781413903229,0.35253047292302414
11.0,-3.152536120170212,0.44684783150738133
11.0,-2.902290826437195,2.801831440124601
11.0,-2.652045532704177,5.717557232828419
11.0,-2.40180023897116,1.857057545124697
11.0,-2.151554945238143,8.241770168414135
11.0,-1.9013096515051249,3.094142763098766
11.0,-1.6510643577721078,6.213348240615695
11.0,-1.4008190640390907,15.430912002629093
11.0,-1.1505737703060728,15.045265989964495
11.0,-0.9003284765730566,27.548203230854476
11.0,-0.6500831828400386,39.47072056620722
11.0,-0.39983788910702334,78.64190868147026
