E,t,xsec
9.92,-0.63,2.3920273416478826
9.93,-0.73,2.230884439716171
10.08,-0.6,2.3227160652290793
10.08,-0.7,2.2004831019149402
10.08,-0.8,2.0154117598242967
10.08,-0.9,1.8098870859431022
10.07,-1.05,1.5139769368422955
10.23,-0.57,2.2524178687349323
10.23,-0.67,2.164415021354951
10.23,-0.77,2.000877885198168
10.23,-0.87,1.807269743036045
10.22,-0.97,1.6141672704803596
10.23,-1.12,1.3371577132272985
10.38,-0.54,2.177115280565949
10.38,-0.64,2.1225807241217054
10.38,-0.74,1.9825975376143956
10.38,-0.84,1.8026349619643645
10.38,-0.94,1.6129924640494588
10.38,-1.09,1.3437234185372586
10.56,-0.51,2.0881724997589233
10.56,-0.61,2.061015312601778
10.55,-0.71,1.9511869575300411
10.55,-0.81,1.7875013798594699
10.55,-0.91,1.6071760777620752
10.55,-1.06,1.3442983420965546
10.54,-1.26,1.0459333360329586
9.17,-0.87,2.3487657014966303
9.18,-0.96,2.099781703261579
9.18,-1.06,1.847952110920896
9.33,-0.8,2.4352638312785855
9.33,-0.92,2.1231993705370185
9.33,-1.07,1.757722578666887
9.33,-1.25,1.3887133881952964
9.48,-0.75,2.4610054661042984
9.48,-0.85,2.2181520367173166
9.48,-0.95,1.9714105765491787
9.48,-1.1,1.6304113327650342
9.48,-1.3,1.2553805754612763
9.63,-0.71,2.4499110499483296
9.63,-0.81,2.2299873607796674
9.63,-0.91,1.9934575622979716
9.63,-1.03,1.7203665319937156
9.63,-1.18,1.4182861837123022
9.63,-1.36,1.1213942761504543
9.78,-0.67,2.4255887219935706
9.78,-0.77,2.234806109908678
9.78,-0.87,2.0122170360008975
9.78,-0.99,1.745039443134702
9.78,-1.17,1.3878448350789072
9.78,-1.43,0.9901289283088633
9.93,-0.68,2.3178554013289197
9.93,-0.88,1.9185989604754885
9.93,-1.1,1.4673342036872767
8.8,-1.93,0.6631032290281453
9.0,-2.24,0.4406548647124235
9.0,-2.64,0.28531586836801603
9.18,-2.34,0.37813750849468386
9.17,-2.87,0.21705562151245378
9.32,-2.61,0.27395261674562643
9.33,-3.15,0.159519770948622
9.48,-2.73,0.23355916110315925
9.47,-3.29,0.13572398212924958
9.62,-2.99,0.17474848917187666
9.62,-3.54,0.10483972824953942
9.77,-3.18,0.14110370126428226
9.77,-3.76,0.08391720094832396
9.92,-3.33,0.11897483726835674
9.93,-3.92,0.07096308395196814
10.08,-3.67,0.08507142968236805
10.08,-4.29,0.05107727210683633
10.23,-4.49,0.042482086554082865
10.39,-4.25,0.049564369773442966
10.38,-4.74,0.03422928335853363
10.53,-4.54,0.038576005124784166
9.18,-0.98,2.047617579972069
9.18,-1.13,1.686432931947652
9.33,-1.02,1.8743437326377739
9.32,-1.28,1.3381478283239445
9.33,-1.54,0.9516556882048083
9.48,-1.14,1.5478646006819792
9.48,-1.44,1.0459160993048002
9.47,-1.75,0.7074453525930997
9.63,-1.2,1.381795312052057
9.63,-1.54,0.8889266374861575
9.63,-1.97,0.5230101110879096
9.78,-1.43,0.9901289283088633
9.78,-1.78,0.6367045754464241
9.78,-2.15,0.4105023148509705
9.92,-1.71,0.6734723400973737
9.92,-2.27,0.3479231198811271
10.07,-1.75,0.6208593082531312
10.07,-2.35,0.3086083997021508
10.23,-1.99,0.44984485958995973
10.23,-2.61,0.2260186293491541
10.38,-2.11,0.37947148112033635
10.38,-2.73,0.1937504705517842
10.55,-2.52,0.23317228418601746
9.14,-0.92,2.22929657404629
8.96,-1.25,1.5192227064910566
8.8,-1.72,0.8582813405777199
8.77,-2.24,0.46504929558649233
8.78,-2.94,0.22136607289009252
8.95,-3.92,0.08765288210702317
9.1,-4.95,0.03838912067280103
10.0,-0.69,2.2612970840845525
9.85,-0.87,1.9781573328021844
9.83,-1.21,1.3027101935405387
9.83,-1.71,0.6866767463156738
9.82,-2.24,0.36749897763062994
9.84,-2.97,0.17011798235260356
9.86,-3.89,0.07381196873277332
9.76,-5.06,0.030830362211935462
9.93,-6.37,0.01280847316330274
10.96,-0.46,1.9502832395101375
10.87,-0.6,1.929985930340737
10.85,-0.88,1.5554502209546437
10.86,-1.18,1.0835266645351112
10.86,-1.69,0.5691432790468481
10.83,-2.24,0.2996715028795214
10.82,-2.87,0.15447376298247562
10.81,-3.92,0.05970470390197674
10.78,-4.93,0.027639226109660294
10.7,-6.97,0.007813608418966443
10.7,-8.36,0.003817440584811061
