E,t,xsec
8.5,-3.7292664731006795,0.20292245895953887
8.5,-3.48533403763987,0.2884348099951329
8.5,-3.2414016021790597,0.4078433595522791
8.5,-2.99746916671825,0.5744748946032034
8.5,-2.75353673125744,0.8070500574243097
8.5,-2.5096042957966302,1.1319882483976147
8.5,-2.2656718603358206,1.5867844933394213
8.5,-2.021739424875011,2.2250181471022596
8.5,-1.7778069894142008,3.1239128096071123
8.5,-1.5338745539533911,4.396074250010255
8.5,-1.2899421184925808,6.208608521250826
9.125,-5.386488984255002,0.039146902110883904
9.125,-5.133622685313042,0.05603283166975206
9.125,-4.880756386371081,0.07939784158412608
9.125,-4.627890087429121,0.11162454349340842
9.125,-4.375023788487161,0.15597354188508647
9.125,-4.1221574895452004,0.21691841902646025
9.125,-3.86929119060324,0.3006132676491713
9.125,-3.6164248916612793,0.41555347780579005
9.125,-3.3635585927193192,0.5735095061815652
9.125,-3.110692293777359,0.7908612440225704
9.125,-2.8578259948353986,1.0905125796764261
9.125,-2.604959695893438,1.5046658869616998
9.125,-2.352093396951478,2.0788340325000143
9.125,-2.099227098009518,2.8780674484825024
9.125,-1.8463607990675572,3.995534226610303
9.125,-1.5934945001255967,5.566856810701547
9.125,-1.3406282011836366,7.792116055289898
9.125,-1.0877619022416765,10.97422395617678
9.125,-0.8348956032997163,15.596193639612503
9.75,-6.798935210885176,0.012098123546473837
9.75,-6.55181761725734,0.017083550069864492
9.75,-6.304700023629505,0.023807176702948112
9.75,-6.057582430001669,0.03285892314025769
9.75,-5.810464836373834,0.04499519445743991
9.75,-5.563347242745998,0.061225700752955525
9.75,-5.316229649118163,0.08288969949891035
9.75,-5.069112055490327,0.11177131035682422
9.75,-4.8219944618624915,0.15024761688088162
9.75,-4.5748768682346554,0.20149668568149817
9.75,-4.327759274606819,0.27004016830140926
9.75,-4.080641680978984,0.36082404847752086
9.75,-3.8335240873511487,0.48236553694225315
9.75,-3.586406493723313,0.6448817577736221
9.75,-3.3392889000954775,0.8626311331291829
9.75,-3.092171306467642,1.1551073474641211
9.75,-2.8450537128398063,1.5490986480391287
9.75,-2.5979361192119708,2.0816240167846947
9.75,-2.3508185255841347,2.804168273253803
9.75,-2.1037009319562996,3.7888387417197813
9.75,-1.8565833383284636,5.137465855130969
9.75,-1.6094657447006284,6.995308016724311
9.75,-1.3623481510727924,9.572510065975852
9.75,-1.1152305574449572,13.179438067608793
9.75,-0.8681129638171212,18.293843944226108
9.75,-0.6209953701892861,25.727296118161178
10.375,-8.125830255101352,0.004595420663699432
10.375,-7.879501665217729,0.0064447915989222625
10.375,-7.633173075334106,0.008905169821081515
10.375,-7.386844485450483,0.012162504479215882
10.375,-7.14051589556686,0.0164578202198387
10.375,-6.8941873056832375,0.02210368230360607
10.375,-6.647858715799615,0.029505855749508283
10.375,-6.4015301259159925,0.03919166954506229
10.375,-6.1552015360323695,0.05184747584110362
10.375,-5.908872946148747,0.06836803100192042
10.375,-5.662544356265124,0.08992223727992617
10.375,-5.416215766381502,0.1180403360088705
10.375,-5.169887176497879,0.15473067047996708
10.375,-4.923558586614256,0.20263623169045436
10.375,-4.677229996730633,0.26524559608398024
10.375,-4.43090140684701,0.3475435226605361
10.375,-4.184572816963387,0.45458276850735324
10.375,-3.938244227079764,0.5956225404563047
10.375,-3.691915637196141,0.7812943628076722
10.375,-3.445587047312518,1.0263509163325617
10.375,-3.199258457428895,1.3507494287984367
10.375,-2.952929867545273,1.781612611875181
10.375,-2.70660127766165,2.356010295026474
10.375,-2.460272687778027,3.12491835255607
10.375,-2.2139440978944043,4.158916740914493
10.375,-1.9676155080107813,5.556477960291182
10.375,-1.7212869181271584,7.456233615112338
10.375,-1.4749583282435355,10.055556457488368
10.375,-1.2286297383599134,13.639681370465889
10.375,-0.9823011484762905,18.63334696839291
10.375,-0.7359725585926675,25.702165777341207
10.375,-0.48964396870904503,36.06843568704738
11.0,-9.408668463495644,0.0019841034344078596
11.0,-9.158423169762626,0.0027827966776868126
11.0,-8.90817787602961,0.0038361914277914586
11.0,-8.657932582296592,0.005218077568903061
11.0,-8.407687288563576,0.007022831044935453
11.0,-8.157441994830558,0.009370637501294063
11.0,-7.90719670109754,0.012417708461041514
11.0,-7.656951407364523,0.01636035118830884
11.0,-7.406706113631506,0.021452935804689755
11.0,-7.156460819898489,0.028021459523199104
11.0,-6.906215526165472,0.03648482686811488
11.0,-6.655970232432454,0.04738266668868124
11.0,-6.405724938699437,0.06141120779250796
11.0,-6.1554796449664195,0.07947064051135931
11.0,-5.905234351233402,0.1027275634145717
11.0,-5.6549890575003845,0.13269769739580964
11.0,-5.404743763767367,0.17135576797461274
11.0,-5.15449847003435,0.2212906044935777
11.0,-4.904253176301333,0.285859712567327
11.0,-4.654007882568315,0.369538330520713
11.0,-4.403762588835298,0.47819370942131983
11.0,-4.153517295102281,0.619614885837368
11.0,-3.9032720013692632,0.8041715360419281
11.0,-3.653026707636246,1.0457320314292227
11.0,-3.402781413903229,1.3629346035136447
11.0,-3.152536120170212,1.7809599507032723
11.0,-2.902290826437195,2.3340157638838392
11.0,-2.652045532704177,3.0688712234621196
11.0,-2.40180023897116,4.049861748483659
11.0,-2.151554945238143,5.366165865690506
11.0,-1.9013096515051249,7.142389443676584
11.0,-1.6510643577721078,9.554326261857803
11.0,-1.4008190640390907,12.852961779802417
11.0,-1.1505737703060728,17.402884258825225
11.0,-0.9003284765730566,23.7499865560782
11.0,-0.6500831828400386,32.77101075936354
11.0,-0.39983788910702334,46.20753415184567
