E,t,xsec
8.5,-3.7292664731006795,0.5150399522655242
8.5,-3.48533403763987,0.5456770377809317
8.5,-3.2414016021790597,0.6094286842922529
8.5,-2.99746916671825,0.7263478717327582
8.5,-2.75353673125744,0.9263363990190446
8.5,-2.5096042957966302,1.25367689135525
8.5,-2.2656718603358206,1.7737782555251864
8.5,-2.021739424875011,2.5831763876690235
8.5,-1.7778069894142008,3.824451244782396
8.5,-1.5338745539533911,5.708624577982973
8.5,-1.2899421184925808,8.549038719889513
9.125,-5.386488984255002,0.3725435601508698
9.125,-5.133622685313042,0.38473929133212975
9.125,-4.880756386371081,0.40231562126648096
9.125,-4.627890087429121,0.4286102067718917
9.125,-4.375023788487161,0.46851623586127616
9.125,-4.1221574895452004,0.5291496147756714
9.125,-3.86929119060324,0.6207997501888602
9.125,-3.6164248916612793,0.7582911052783078
9.125,-3.3635585927193192,0.9629379461125893
9.125,-3.110692293777359,1.2653648569148677
9.125,-2.8578259948353986,1.7095955923479467
9.125,-2.604959695893438,2.35901372173212
9.125,-2.352093396951478,3.3050657182321364
9.125,-2.099227098009518,4.680367266573036
9.125,-1.8463607990675572,6.677511107203264
9.125,-1.5934945001255967,9.578254343980905
9.125,-1.3406282011836366,13.796873341711928
9.125,-1.0877619022416765,19.94670351774352
9.125,-0.8348956032997163,28.942179347764107
9.75,-6.798935210885176,0.24475464539448552
9.75,-6.55181761725734,0.25387546466462363
9.75,-6.304700023629505,0.2648493844977033
9.75,-6.057582430001669,0.27826132057616626
9.75,-5.810464836373834,0.2953441898898401
9.75,-5.563347242745998,0.3177083903679174
9.75,-5.316229649118163,0.34759043733165773
9.75,-5.069112055490327,0.3880854714970263
9.75,-4.8219944618624915,0.4434666625374073
9.75,-4.5748768682346554,0.5196249600183901
9.75,-4.327759274606819,0.6245572465993754
9.75,-4.080641680978984,0.7698089044143795
9.75,-3.8335240873511487,0.9704482862460427
9.75,-3.586406493723313,1.2479085209561243
9.75,-3.3392889000954775,1.6316955460979945
9.75,-3.092171306467642,2.162769121342017
9.75,-2.8450537128398063,2.898176764790599
9.75,-2.5979361192119708,3.917675626546207
9.75,-2.3508185255841347,5.333273947656129
9.75,-2.1037009319562996,7.303041501497701
9.75,-1.8565833383284636,10.051299709651314
9.75,-1.6094657447006284,13.908385375699336
9.75,-1.3623481510727924,19.305351259662405
9.75,-1.1152305574449572,26.938142101127884
9.75,-0.8681129638171212,37.771421677852565
9.75,-0.6209953701892861,53.23266927341479
10.375,-8.125830255101352,0.15851317604573223
10.375,-7.879501665217729,0.1650199516646744
10.375,-7.633173075334106,0.17231283036040856
10.375,-7.386844485450483,0.18067834725908669
10.375,-7.14051589556686,0.19050388674885602
10.375,-6.8941873056832375,0.20231171447565618
10.375,-6.647858715799615,0.21680391373732133
10.375,-6.4015301259159925,0.23492250247360205
10.375,-6.1552015360323695,0.2579291244984437
10.375,-5.908872946148747,0.2875120785242512
10.375,-5.662544356265124,0.32592893811405865
10.375,-5.416215766381502,0.37619905611675053
10.375,-5.169887176497879,0.4423622044610849
10.375,-4.923558586614256,0.5298286563380161
10.375,-4.677229996730633,0.6458540564778453
10.375,-4.43090140684701,0.8003890872464755
10.375,-4.184572816963387,1.0059567683147788
10.375,-3.938244227079764,1.2808641791291373
10.375,-3.691915637196141,1.6489182530769775
10.375,-3.445587047312518,2.142705730023396
10.375,-3.199258457428895,2.8066759890795896
10.375,-2.952929867545273,3.7017027944577383
10.375,-2.70660127766165,4.911540339719025
10.375,-2.460272687778027,6.552006182723274
10.375,-2.2139440978944043,8.78483140766733
10.375,-1.9676155080107813,11.833185579121684
10.375,-1.7212869181271584,16.016424943184767
10.375,-1.4749583282435355,21.783535720769187
10.375,-1.2286297383599134,29.7765457730037
10.375,-0.9823011484762905,40.922399749028735
10.375,-0.7359725585926675,56.5645873592249
10.375,-0.48964396870904503,78.67902345722062
11.0,-9.408668463495644,0.10363319261948191
11.0,-9.158423169762626,0.10812512188455684
11.0,-8.90817787602961,0.113057496498265
11.0,-8.657932582296592,0.11855640301462038
11.0,-8.407687288563576,0.12478709080038713
11.0,-8.157441994830558,0.13197169311660092
11.0,-7.90719670109754,0.14037807234501914
11.0,-7.656951407364523,0.1503946549521338
11.0,-7.406706113631506,0.16250342306283358
11.0,-7.156460819898489,0.1773425166401265
11.0,-6.906215526165472,0.19574727344210055
11.0,-6.655970232432454,0.21881171454146006
11.0,-6.405724938699437,0.2479694036387159
11.0,-6.1554796449664195,0.28510049609886223
11.0,-5.905234351233402,0.33267389102192896
11.0,-5.6549890575003845,0.3939364352286919
11.0,-5.404743763767367,0.47316569563973215
11.0,-5.15449847003435,0.576009038006162
11.0,-4.904253176301333,0.7099400579238202
11.0,-4.654007882568315,0.8848758113975799
11.0,-4.403762588835298,1.1140151843454549
11.0,-4.153517295102281,1.4149807444440425
11.0,-3.9032720013692632,1.8113993406598896
11.0,-3.653026707636246,2.3350447418376206
11.0,-3.402781413903229,3.028862503162723
11.0,-3.152536120170212,3.9511203632183705
11.0,-2.902290826437195,5.181460780265476
11.0,-2.652045532704177,6.828216461195487
11.0,-2.40180023897116,9.043979832215877
11.0,-2.151554945238143,12.035863797937909
11.0,-1.9013096515051249,16.09623728156673
11.0,-1.6510643577721078,21.63709033541202
11.0,-1.4008190640390907,29.23899942348831
11.0,-1.1505737703060728,39.744897870040646
11.0,-0.9003284765730566,54.35356853540384
11.0,-0.6500831828400386,74.82577238377549
11.0,-0.39983788910702334,103.74863659476675
